BLZ	Bankname
70250150	Kreissparkasse München Starnberg Ebersberg
70250150	Kreissparkasse München Starnberg Ebersberg
70250150	Kreissparkasse München Starnberg Ebersberg
70250150	Kreissparkasse München Starnberg Ebersberg
70250150	Kreissparkasse München Starnberg Ebersberg
70250150	Kreissparkasse München Starnberg Ebersberg
70250150	Kreissparkasse München Starnberg Ebersberg
70250150	Kreissparkasse München Starnberg Ebersberg
70250150	Kreissparkasse München Starnberg Ebersberg
70250150	Kreissparkasse München Starnberg Ebersberg
70250150	Kreissparkasse München Starnberg Ebersberg
70250150	Kreissparkasse München Starnberg Ebersberg
70250150	Kreissparkasse München Starnberg Ebersberg
70250150	Kreissparkasse München Starnberg Ebersberg
70250150	Kreissparkasse München Starnberg Ebersberg
70250150	Kreissparkasse München Starnberg Ebersberg
70250150	Kreissparkasse München Starnberg Ebersberg
70250150	Kreissparkasse München Starnberg Ebersberg
70250150	Kreissparkasse München Starnberg Ebersberg
70250150	Kreissparkasse München Starnberg Ebersberg
70250150	Kreissparkasse München Starnberg Ebersberg
70250150	Kreissparkasse München Starnberg Ebersberg
70250150	Kreissparkasse München Starnberg Ebersberg
70250150	Kreissparkasse München Starnberg Ebersberg
70250150	Kreissparkasse München Starnberg Ebersberg
70250150	Kreissparkasse München Starnberg Ebersberg
70250150	Kreissparkasse München Starnberg Ebersberg
70250150	Kreissparkasse München Starnberg Ebersberg
70250150	Kreissparkasse München Starnberg Ebersberg
70250150	Kreissparkasse München Starnberg Ebersberg
70250150	Kreissparkasse München Starnberg Ebersberg
70300000	Bundesbank eh Garmisch-Partenkirchen
70320090	UniCredit Bank - HypoVereinsbank
70320090	UniCredit Bank - HypoVereinsbank
70320090	UniCredit Bank - HypoVereinsbank
70320090	UniCredit Bank - HypoVereinsbank
70320305	UniCredit Bank - HypoVereinsbank Ndl 635 Gar
70321194	UniCredit Bank - HypoVereinsbank
70322192	UniCredit Bank - HypoVereinsbank
70350000	Kreissparkasse Garmisch-Partenkirchen
70350000	Kreissparkasse Garmisch-Partenkirchen
70350000	Kreissparkasse Garmisch-Partenkirchen
70350000	Kreissparkasse Garmisch-Partenkirchen
70350000	Kreissparkasse Garmisch-Partenkirchen
70350000	Kreissparkasse Garmisch-Partenkirchen
70350000	Kreissparkasse Garmisch-Partenkirchen
70350000	Kreissparkasse Garmisch-Partenkirchen
70350000	Kreissparkasse Garmisch-Partenkirchen
70350000	Kreissparkasse Garmisch-Partenkirchen
70350000	Kreissparkasse Garmisch-Partenkirchen
70350000	Kreissparkasse Garmisch-Partenkirchen
70350000	Kreissparkasse Garmisch-Partenkirchen
70350000	Kreissparkasse Garmisch-Partenkirchen
70351030	Vereinigte Sparkassen im Landkreis Weilheim
70351030	Vereinigte Sparkassen im Landkreis Weilheim
70351030	Vereinigte Sparkassen im Landkreis Weilheim
70351030	Vereinigte Sparkassen im Landkreis Weilheim
70351030	Vereinigte Sparkassen im Landkreis Weilheim
70351030	Vereinigte Sparkassen im Landkreis Weilheim
70351030	Vereinigte Sparkassen im Landkreis Weilheim
70351030	Vereinigte Sparkassen im Landkreis Weilheim
70351030	Vereinigte Sparkassen im Landkreis Weilheim
70351030	Vereinigte Sparkassen im Landkreis Weilheim
70351030	Vereinigte Sparkassen im Landkreis Weilheim
70351030	Vereinigte Sparkassen im Landkreis Weilheim
70351030	Vereinigte Sparkassen im Landkreis Weilheim
70351030	Vereinigte Sparkassen im Landkreis Weilheim
70351030	Vereinigte Sparkassen im Landkreis Weilheim
70362595	Raiffeisenbank Wallgau-Krün
70362595	Raiffeisenbank Wallgau-Krün
70362595	Raiffeisenbank Wallgau-Krün (Gf P2)
70380006	Commerzbank vormals Dresdner Bank
70390000	VR-Bank im Landkreis Garmisch-Partenkirchen
70390000	VR-Bank im Landkreis Garmisch-Partenkirchen
70390000	VR-Bank im Landkreis Garmisch-Partenkirchen
70390000	VR-Bank im Landkreis Garmisch-Partenkirchen
70390000	VR-Bank im Landkreis Garmisch-Partenkirchen
70390000	VR-Bank im Landkreis Garmisch-Partenkirchen
70390000	VR-Bank im Landkreis Garmisch-Partenkirchen
70390000	VR-Bank im Landkreis Garmisch-Partenkirchen
70390000	VR-Bank im Landkreis Garmisch-Partenkirchen
70390000	VR-Bank im Landkreis Garmisch-Partenkirchen
70390000	VR-Bank im Landkreis Garmisch-Partenkirchen
70390000	VR-Bank im Landkreis Garmisch-Partenkirchen
70390000	VR-Bank im Landkreis Garmisch-Partenkirchen (Gf P2)
70391800	Volksbank-Raiffeisenbank Penzberg
70391800	Volksbank-Raiffeisenbank Penzberg
70391800	Volksbank-Raiffeisenbank Penzberg
70391800	Volksbank-Raiffeisenbank Penzberg
70391800	Volksbank-Raiffeisenbank Penzberg
70391800	Volksbank-Raiffeisenbank Penzberg
70391800	Volksbank-Raiffeisenbank Penzberg (Gf P2)
71000000	Bundesbank eh Bad Reichenhall
71020072	UniCredit Bank - HypoVereinsbank
71020072	UniCredit Bank - HypoVereinsbank
71020072	UniCredit Bank - HypoVereinsbank
71020072	UniCredit Bank - HypoVereinsbank
71020072	UniCredit Bank - HypoVereinsbank
71021270	UniCredit Bank - HypoVereinsbank
71021270	UniCredit Bank - HypoVereinsbank
71021270	UniCredit Bank - HypoVereinsbank
71021270	UniCredit Bank - HypoVereinsbank
71021270	UniCredit Bank - HypoVereinsbank
71022182	UniCredit Bank - HypoVereinsbank
71022182	UniCredit Bank - HypoVereinsbank
71022182	UniCredit Bank - HypoVereinsbank
71022182	UniCredit Bank - HypoVereinsbank
71022182	UniCredit Bank - HypoVereinsbank
71023173	UniCredit Bank - HypoVereinsbank
71050000	Sparkasse Berchtesgadener Land
71050000	Sparkasse Berchtesgadener Land
71050000	Sparkasse Berchtesgadener Land
71050000	Sparkasse Berchtesgadener Land
71050000	Sparkasse Berchtesgadener Land
71050000	Sparkasse Berchtesgadener Land
71050000	Sparkasse Berchtesgadener Land
71050000	Sparkasse Berchtesgadener Land
71050000	Sparkasse Berchtesgadener Land
71050000	Sparkasse Berchtesgadener Land
71050000	Sparkasse Berchtesgadener Land
71050000	Sparkasse Berchtesgadener Land
71050000	Sparkasse Berchtesgadener Land
71050000	Sparkasse Berchtesgadener Land
71051010	Kreissparkasse Altötting-Burghausen -alt-
71052050	Kreissparkasse Traunstein-Trostberg
71052050	Kreissparkasse Traunstein-Trostberg
71052050	Kreissparkasse Traunstein-Trostberg
71052050	Kreissparkasse Traunstein-Trostberg
71052050	Kreissparkasse Traunstein-Trostberg
71052050	Kreissparkasse Traunstein-Trostberg
71052050	Kreissparkasse Traunstein-Trostberg
71052050	Kreissparkasse Traunstein-Trostberg
71052050	Kreissparkasse Traunstein-Trostberg
71052050	Kreissparkasse Traunstein-Trostberg
71052050	Kreissparkasse Traunstein-Trostberg
71052050	Kreissparkasse Traunstein-Trostberg
71052050	Kreissparkasse Traunstein-Trostberg
71052050	Kreissparkasse Traunstein-Trostberg
71052050	Kreissparkasse Traunstein-Trostberg
71052050	Kreissparkasse Traunstein-Trostberg
71052050	Kreissparkasse Traunstein-Trostberg
71052050	Kreissparkasse Traunstein-Trostberg
71052050	Kreissparkasse Traunstein-Trostberg
71052050	Kreissparkasse Traunstein-Trostberg
71052050	Kreissparkasse Traunstein-Trostberg
71052050	Kreissparkasse Traunstein-Trostberg
71052050	Kreissparkasse Traunstein-Trostberg
71052050	Kreissparkasse Traunstein-Trostberg
71052050	Kreissparkasse Traunstein-Trostberg
71052050	Kreissparkasse Traunstein-Trostberg
71052050	Kreissparkasse Traunstein-Trostberg
71061009	VR meine Raiffeisenbank
71061009	VR meine Raiffeisenbank
71061009	VR meine Raiffeisenbank
71061009	VR meine Raiffeisenbank
71061009	VR meine Raiffeisenbank
71061009	VR meine Raiffeisenbank
71061009	VR meine Raiffeisenbank
71061009	VR meine Raiffeisenbank
71061009	VR meine Raiffeisenbank
71061009	VR meine Raiffeisenbank
71061009	VR meine Raiffeisenbank
71061009	VR meine Raiffeisenbank
71061009	VR meine Raiffeisenbank
71061009	VR meine Raiffeisenbank
71061009	VR meine Raiffeisenbank
71061009	VR meine Raiffeisenbank
71061009	VR meine Raiffeisenbank
71061009	VR meine Raiffeisenbank
71061009	VR meine Raiffeisenbank
71061009	VR meine Raiffeisenbank
71061009	VR meine Raiffeisenbank
71061009	VR meine Raiffeisenbank
71061009	VR meine Raiffeisenbank
71061009	VR meine Raiffeisenbank (Gf P2)
71062802	Raiffeisenbank
71062802	Raiffeisenbank (Gf P2)
71090000	Volksbank Raiffeisenbank Oberbayern Südost
71090000	Volksbank Raiffeisenbank Oberbayern Südost
71090000	Volksbank Raiffeisenbank Oberbayern Südost
71090000	Volksbank Raiffeisenbank Oberbayern Südost
71090000	Volksbank Raiffeisenbank Oberbayern Südost
71090000	Volksbank Raiffeisenbank Oberbayern Südost
71090000	Volksbank Raiffeisenbank Oberbayern Südost
71090000	Volksbank Raiffeisenbank Oberbayern Südost
71090000	Volksbank Raiffeisenbank Oberbayern Südost
71090000	Volksbank Raiffeisenbank Oberbayern Südost
71090000	Volksbank Raiffeisenbank Oberbayern Südost
71090000	Volksbank Raiffeisenbank Oberbayern Südost
71090000	Volksbank Raiffeisenbank Oberbayern Südost
71090000	Volksbank Raiffeisenbank Oberbayern Südost
71090000	Volksbank Raiffeisenbank Oberbayern Südost
71090000	Volksbank Raiffeisenbank Oberbayern Südost
71090000	Volksbank Raiffeisenbank Oberbayern Südost
71090000	Volksbank Raiffeisenbank Oberbayern Südost
71090000	Volksbank Raiffeisenbank Oberbayern Südost
71090000	Volksbank Raiffeisenbank Oberbayern Südost
71090000	Volksbank Raiffeisenbank Oberbayern Südost
71090000	Volksbank Raiffeisenbank Oberbayern Südost
71090000	Volksbank Raiffeisenbank Oberbayern Südost
71090000	Volksbank Raiffeisenbank Oberbayern Südost
71090000	Volksbank Raiffeisenbank Oberbayern Südost
71090000	Volksbank Raiffeisenbank Oberbayern Südost
71090000	Volksbank Raiffeisenbank Oberbayern Südost
71090000	Volksbank Raiffeisenbank Oberbayern Südost (Gf P2)
71100000	Bundesbank eh Rosenheim
71120077	UniCredit Bank - HypoVereinsbank
71120077	UniCredit Bank - HypoVereinsbank
71120077	UniCredit Bank - HypoVereinsbank
71120077	UniCredit Bank - HypoVereinsbank
71120077	UniCredit Bank - HypoVereinsbank
71120077	UniCredit Bank - HypoVereinsbank
71120077	UniCredit Bank - HypoVereinsbank
71120078	UniCredit Bank - HypoVereinsbank
71120078	UniCredit Bank - HypoVereinsbank
71120078	UniCredit Bank - HypoVereinsbank
71120078	UniCredit Bank - HypoVereinsbank
71120078	UniCredit Bank - HypoVereinsbank
71121176	UniCredit Bank - HypoVereinsbank
71121176	UniCredit Bank - HypoVereinsbank
71121176	UniCredit Bank - HypoVereinsbank
71122183	UniCredit Bank - HypoVereinsbank
71140041	Commerzbank Rosenheim
71141041	Commerzbank
71142041	Commerzbank
71150000	Sparkasse Rosenheim-Bad Aibling
71150000	Sparkasse Rosenheim-Bad Aibling
71150000	Sparkasse Rosenheim-Bad Aibling
71150000	Sparkasse Rosenheim-Bad Aibling
71150000	Sparkasse Rosenheim-Bad Aibling
71150000	Sparkasse Rosenheim-Bad Aibling
71150000	Sparkasse Rosenheim-Bad Aibling
71150000	Sparkasse Rosenheim-Bad Aibling
71150000	Sparkasse Rosenheim-Bad Aibling
71150000	Sparkasse Rosenheim-Bad Aibling
71150000	Sparkasse Rosenheim-Bad Aibling
71150000	Sparkasse Rosenheim-Bad Aibling
71150000	Sparkasse Rosenheim-Bad Aibling
71150000	Sparkasse Rosenheim-Bad Aibling
71150000	Sparkasse Rosenheim-Bad Aibling
71150000	Sparkasse Rosenheim-Bad Aibling
71150000	Sparkasse Rosenheim-Bad Aibling
71150000	Sparkasse Rosenheim-Bad Aibling
71150000	Sparkasse Rosenheim-Bad Aibling
71150000	Sparkasse Rosenheim-Bad Aibling
71150000	Sparkasse Rosenheim-Bad Aibling
71150000	Sparkasse Rosenheim-Bad Aibling
71150000	Sparkasse Rosenheim-Bad Aibling
71150000	Sparkasse Rosenheim-Bad Aibling
71150000	Sparkasse Rosenheim-Bad Aibling
71150000	Sparkasse Rosenheim-Bad Aibling
71150000	Sparkasse Rosenheim-Bad Aibling
71150000	Sparkasse Rosenheim-Bad Aibling
71150000	Sparkasse Rosenheim-Bad Aibling
71150000	Sparkasse Rosenheim-Bad Aibling
71150000	Sparkasse Rosenheim-Bad Aibling
71151020	Sparkasse Altötting-Mühldorf
71151020	Sparkasse Altötting-Mühldorf
71151020	Sparkasse Altötting-Mühldorf
71151020	Sparkasse Altötting-Mühldorf
71151020	Sparkasse Altötting-Mühldorf
71151020	Sparkasse Altötting-Mühldorf
71151020	Sparkasse Altötting-Mühldorf
71151020	Sparkasse Altötting-Mühldorf
71151020	Sparkasse Altötting-Mühldorf
71151020	Sparkasse Altötting-Mühldorf
71151020	Sparkasse Altötting-Mühldorf
71151020	Sparkasse Altötting-Mühldorf
71151020	Sparkasse Altötting-Mühldorf
71151020	Sparkasse Altötting-Mühldorf
71151020	Sparkasse Altötting-Mühldorf
71151020	Sparkasse Altötting-Mühldorf
71151020	Sparkasse Altötting-Mühldorf
71151020	Sparkasse Altötting-Mühldorf
71151020	Sparkasse Altötting-Mühldorf
71151020	Sparkasse Altötting-Mühldorf
71151020	Sparkasse Altötting-Mühldorf
71151020	Sparkasse Altötting-Mühldorf
71151020	Sparkasse Altötting-Mühldorf
71151020	Sparkasse Altötting-Mühldorf
71151020	Sparkasse Altötting-Mühldorf
71151020	Sparkasse Altötting-Mühldorf
71151020	Sparkasse Altötting-Mühldorf
71151240	Kreissparkasse Bad Aibling -alt-
71152570	Kreissparkasse Miesbach-Tegernsee
71152570	Kreissparkasse Miesbach-Tegernsee
71152570	Kreissparkasse Miesbach-Tegernsee
71152570	Kreissparkasse Miesbach-Tegernsee
71152570	Kreissparkasse Miesbach-Tegernsee
71152570	Kreissparkasse Miesbach-Tegernsee
71152570	Kreissparkasse Miesbach-Tegernsee
71152570	Kreissparkasse Miesbach-Tegernsee
71152570	Kreissparkasse Miesbach-Tegernsee
71152570	Kreissparkasse Miesbach-Tegernsee
71152570	Kreissparkasse Miesbach-Tegernsee
71152570	Kreissparkasse Miesbach-Tegernsee
71152570	Kreissparkasse Miesbach-Tegernsee
71152570	Kreissparkasse Miesbach-Tegernsee
71152680	Kreis- und Stadtsparkasse Wasserburg
71152680	Kreis- und Stadtsparkasse Wasserburg
71152680	Kreis- und Stadtsparkasse Wasserburg
71152680	Kreis- und Stadtsparkasse Wasserburg
71152680	Kreis- und Stadtsparkasse Wasserburg
71152680	Kreis- und Stadtsparkasse Wasserburg
71152680	Kreis- und Stadtsparkasse Wasserburg
71152680	Kreis- und Stadtsparkasse Wasserburg
71152680	Kreis- und Stadtsparkasse Wasserburg
71152680	Kreis- und Stadtsparkasse Wasserburg
71152680	Kreis- und Stadtsparkasse Wasserburg
71152680	Kreis- und Stadtsparkasse Wasserburg
71152680	Kreis- und Stadtsparkasse Wasserburg
71152680	Kreis- und Stadtsparkasse Wasserburg
71152680	Kreis- und Stadtsparkasse Wasserburg
71152680	Kreis- und Stadtsparkasse Wasserburg
71152680	Kreis- und Stadtsparkasse Wasserburg
71160000	Volksbank Raiffeisenbank Mangfalltal-Rosenheim
71160000	Volksbank Raiffeisenbank Mangfalltal-Rosenheim
71160000	Volksbank Raiffeisenbank Mangfalltal-Rosenheim
71160000	Volksbank Raiffeisenbank Mangfalltal-Rosenheim
71160000	Volksbank Raiffeisenbank Mangfalltal-Rosenheim
71160000	Volksbank Raiffeisenbank Mangfalltal-Rosenheim
71160000	Volksbank Raiffeisenbank Mangfalltal-Rosenheim
71160000	Volksbank Raiffeisenbank Mangfalltal-Rosenheim
71160000	Volksbank Raiffeisenbank Mangfalltal-Rosenheim
71160000	Volksbank Raiffeisenbank Mangfalltal-Rosenheim
71160000	Volksbank Raiffeisenbank Mangfalltal-Rosenheim
71160000	Volksbank Raiffeisenbank Mangfalltal-Rosenheim
71160000	Volksbank Raiffeisenbank Mangfalltal-Rosenheim
71160000	Volksbank Raiffeisenbank Mangfalltal-Rosenheim
71160000	Volksbank Raiffeisenbank Mangfalltal-Rosenheim
71160000	Volksbank Raiffeisenbank Mangfalltal-Rosenheim
71160000	Volksbank Raiffeisenbank Mangfalltal-Rosenheim (Gf P2)
71160161	VR Bank Rosenheim-Chiemsee
71160161	VR Bank Rosenheim-Chiemsee
71160161	VR Bank Rosenheim-Chiemsee
71160161	VR Bank Rosenheim-Chiemsee
71160161	VR Bank Rosenheim-Chiemsee
71160161	VR Bank Rosenheim-Chiemsee
71160161	VR Bank Rosenheim-Chiemsee
71160161	VR Bank Rosenheim-Chiemsee
71160161	VR Bank Rosenheim-Chiemsee
71160161	VR Bank Rosenheim-Chiemsee
71160161	VR Bank Rosenheim-Chiemsee
71160161	VR Bank Rosenheim-Chiemsee
71160161	VR Bank Rosenheim-Chiemsee
71160161	VR Bank Rosenheim-Chiemsee
71160161	VR Bank Rosenheim-Chiemsee
71160161	VR Bank Rosenheim-Chiemsee
71160161	VR Bank Rosenheim-Chiemsee
71160161	VR Bank Rosenheim-Chiemsee
71160161	VR Bank Rosenheim-Chiemsee
71160161	VR Bank Rosenheim-Chiemsee
71160161	VR Bank Rosenheim-Chiemsee
71160161	VR Bank Rosenheim-Chiemsee
71160161	VR Bank Rosenheim-Chiemsee
71160161	VR Bank Rosenheim-Chiemsee
71160161	VR Bank Rosenheim-Chiemsee
71160161	VR Bank Rosenheim-Chiemsee
71160161	VR Bank Rosenheim-Chiemsee
71160161	VR Bank Rosenheim-Chiemsee
71160161	VR Bank Rosenheim-Chiemsee
71160161	VR Bank Rosenheim-Chiemsee
71160161	VR Bank Rosenheim-Chiemsee
71160161	VR Bank Rosenheim-Chiemsee
71160161	VR Bank Rosenheim-Chiemsee
71160161	VR Bank Rosenheim-Chiemsee
71160161	VR Bank Rosenheim-Chiemsee (Gf P2)
71161964	Volksbank-Raiffeisenbank Chiemsee -alt-
71161964	Volksbank-Raiffeisenbank Chiemsee -alt- (Gf P2)
71162355	Raiffeisenbank Oberaudorf
71162355	Raiffeisenbank Oberaudorf
71162355	Raiffeisenbank Oberaudorf
71162355	Raiffeisenbank Oberaudorf (Gf P2)
71162804	Raiffeisenbank Aschau-Samerberg
71162804	Raiffeisenbank Aschau-Samerberg
71162804	Raiffeisenbank Aschau-Samerberg
71162804	Raiffeisenbank Aschau-Samerberg
71162804	Raiffeisenbank Aschau-Samerberg (Gf P2)
71165150	Raiffeisenbank Mangfalltal -alt-
71180005	Commerzbank vormals Dresdner Bank
71190000	Volksbank Rosenheim -alt-
71191000	VR-Bank Burghausen-Mühldorf
71191000	VR-Bank Burghausen-Mühldorf
71191000	VR-Bank Burghausen-Mühldorf
71191000	VR-Bank Burghausen-Mühldorf
71191000	VR-Bank Burghausen-Mühldorf
71191000	VR-Bank Burghausen-Mühldorf
71191000	VR-Bank Burghausen-Mühldorf
71191000	VR-Bank Burghausen-Mühldorf (Gf P2)
72000000	Bundesbank
72010111	SEB
72010111	SEB
72012300	Bank für Tirol und Vorarlberg Deutschland
72020070	UniCredit Bank - HypoVereinsbank
72020070	UniCredit Bank - HypoVereinsbank
72020070	UniCredit Bank - HypoVereinsbank
72020070	UniCredit Bank - HypoVereinsbank
72020070	UniCredit Bank - HypoVereinsbank
72020070	UniCredit Bank - HypoVereinsbank
72020070	UniCredit Bank - HypoVereinsbank
72020070	UniCredit Bank - HypoVereinsbank
72020070	UniCredit Bank - HypoVereinsbank
72020070	UniCredit Bank - HypoVereinsbank
72020070	UniCredit Bank - HypoVereinsbank
72020070	UniCredit Bank - HypoVereinsbank
72020070	UniCredit Bank - HypoVereinsbank
72020070	UniCredit Bank - HypoVereinsbank
72020240	UniCredit Bank - HypoVereinsbank Ndl 677 Agsb
72020700	Augsburger Aktienbank
72021271	UniCredit Bank - HypoVereinsbank
72021876	UniCredit Bank - HypoVereinsbank
72021876	UniCredit Bank - HypoVereinsbank
72030014	Fürst Fugger Privatbank
72030227	Hafner, Anton - Bankgeschäft
72030227	Hafner, Anton - Bankgeschäft
72030227	Hafner, Anton - Bankgeschäft
72040046	Commerzbank
72040046	Commerzbank
72040046	Commerzbank
72050000	Stadtsparkasse Augsburg
72050000	Stadtsparkasse Augsburg
72050000	Stadtsparkasse Augsburg
72050000	Stadtsparkasse Augsburg
72050000	Stadtsparkasse Augsburg
72050000	Stadtsparkasse Augsburg
72050000	Stadtsparkasse Augsburg
72050000	Stadtsparkasse Augsburg
72050101	Kreissparkasse Augsburg
72050101	Kreissparkasse Augsburg
72050101	Kreissparkasse Augsburg
72050101	Kreissparkasse Augsburg
72050101	Kreissparkasse Augsburg
72050101	Kreissparkasse Augsburg
72050101	Kreissparkasse Augsburg
72050101	Kreissparkasse Augsburg
72050101	Kreissparkasse Augsburg
72050101	Kreissparkasse Augsburg
72050101	Kreissparkasse Augsburg
72050101	Kreissparkasse Augsburg
72050101	Kreissparkasse Augsburg
72050101	Kreissparkasse Augsburg
72050101	Kreissparkasse Augsburg
72050101	Kreissparkasse Augsburg
72050101	Kreissparkasse Augsburg
72050101	Kreissparkasse Augsburg
72050101	Kreissparkasse Augsburg
72050101	Kreissparkasse Augsburg
72050101	Kreissparkasse Augsburg
72050101	Kreissparkasse Augsburg
72050101	Kreissparkasse Augsburg
72050101	Kreissparkasse Augsburg
72050101	Kreissparkasse Augsburg
72050101	Kreissparkasse Augsburg
72050101	Kreissparkasse Augsburg
72050101	Kreissparkasse Augsburg
72050101	Kreissparkasse Augsburg
72051210	Stadtsparkasse Aichach
72051210	Stadtsparkasse Aichach
72051210	Stadtsparkasse Aichach
72051210	Stadtsparkasse Aichach
72051210	Stadtsparkasse Aichach
72051210	Stadtsparkasse Aichach
72051210	Stadtsparkasse Aichach
72051210	Stadtsparkasse Aichach
72051210	Stadtsparkasse Aichach
72051210	Stadtsparkasse Aichach
72051840	Sparkasse Günzburg-Krumbach
72051840	Sparkasse Günzburg-Krumbach
72051840	Sparkasse Günzburg-Krumbach
72051840	Sparkasse Günzburg-Krumbach
72051840	Sparkasse Günzburg-Krumbach
72051840	Sparkasse Günzburg-Krumbach
72051840	Sparkasse Günzburg-Krumbach
72051840	Sparkasse Günzburg-Krumbach
72051840	Sparkasse Günzburg-Krumbach
72051840	Sparkasse Günzburg-Krumbach
72051840	Sparkasse Günzburg-Krumbach
72051840	Sparkasse Günzburg-Krumbach
72051840	Sparkasse Günzburg-Krumbach
72051840	Sparkasse Günzburg-Krumbach
72051840	Sparkasse Günzburg-Krumbach
72051840	Sparkasse Günzburg-Krumbach
72051840	Sparkasse Günzburg-Krumbach
72051840	Sparkasse Günzburg-Krumbach
72051840	Sparkasse Günzburg-Krumbach
72051840	Sparkasse Günzburg-Krumbach
72060300	Handels- und Gewerbebank Augsburg -alt-
72062152	VR-Bank Lech-Zusam
72062152	VR-Bank Lech-Zusam
72062152	VR-Bank Lech-Zusam
72062152	VR-Bank Lech-Zusam
72062152	VR-Bank Lech-Zusam
72062152	VR-Bank Lech-Zusam
72062152	VR-Bank Lech-Zusam
72062152	VR-Bank Lech-Zusam
72062152	VR-Bank Lech-Zusam
72062152	VR-Bank Lech-Zusam
72062152	VR-Bank Lech-Zusam
72062152	VR-Bank Lech-Zusam
72062152	VR-Bank Lech-Zusam
72062152	VR-Bank Lech-Zusam
72062152	VR-Bank Lech-Zusam
72062152	VR-Bank Lech-Zusam
72062152	VR-Bank Lech-Zusam
72062152	VR-Bank Lech-Zusam
72062152	VR-Bank Lech-Zusam
72062152	VR-Bank Lech-Zusam
72062152	VR-Bank Lech-Zusam
72062152	VR-Bank Lech-Zusam
72062152	VR-Bank Lech-Zusam
72062152	VR-Bank Lech-Zusam
72062152	VR-Bank Lech-Zusam (Gf P2)
72069002	Raiffeisenbank Adelzhausen-Sielenbach
72069002	Raiffeisenbank Adelzhausen-Sielenbach
72069002	Raiffeisenbank Adelzhausen-Sielenbach
72069002	Raiffeisenbank Adelzhausen-Sielenbach (Gf P2)
72069002	Raiffeisenbank Adelzhausen-Sielenbach Hgs
72069005	Raiffeisenbank
72069005	Raiffeisenbank (Gf P2)
72069005	Raiffeisenbank Aindling
72069005	Raiffeisenbank Aindling
72069005	Raiffeisenbank Aindling Zw Alsmoos-Petersdorf
72069034	Raiffeisenbank Bissingen
72069034	Raiffeisenbank (Gf P2)
72069036	Raiffeisenbank
72069036	Raiffeisenbank (Gf P2)
72069036	Raiffeisenbank Bobingen
72069036	Raiffeisenbank Bobingen
72069036	Raiffeisenbank Bobingen
72069036	Raiffeisenbank Bobingen
72069043	Raiffeisenbank
72069043	Raiffeisenbank (Gf P2)
72069043	Raiffeisenbank Burgau
72069043	Raiffeisenbank Burgau
72069043	Raiffeisenbank Burgau
72069043	Raiffeisenbank Burgau
72069043	Raiffeisenbank Burgau
72069043	Raiffeisenbank Burgau
72069043	Raiffeisenbank Burgau Zw Wettenhausen
72069081	Raiffeisenbank Gersthofen -alt-
72069090	Raiffeisenbank Bibertal-Kötz
72069090	Raiffeisenbank (Gf P2)
72069105	Raiffeisenbank
72069105	Raiffeisenbank (Gf P2)
72069105	Raiffeisenbank Hiltenfingen zgl f Ndl Gennach
72069108	Raiffeisenbank Höchstädt u. U. -alt-
72069113	Raiffeisenbank Aschberg
72069113	Raiffeisenbank Aschberg
72069113	Raiffeisenbank Aschberg
72069113	Raiffeisenbank Aschberg
72069113	Raiffeisenbank Aschberg (Gf P2)
72069114	Raiffeisenbank
72069114	Raiffeisenbank (Gf P2)
72069114	Raiffeisenbank Holzheim Zw Finningen
72069119	Raiffeisenbank Ichenhausen
72069119	Raiffeisenbank (Gf P2)
72069119	Raiffeisenbank Ichenhausen
72069119	Raiffeisenbank Ichenhausen
72069119	Raiffeisenbank Ichenhausen Zw Ettenbeuren
72069123	Raiffeisenbank Jettingen-Scheppach
72069123	Raiffeisenbank Jettingen-Scheppach (Gf P2)
72069126	Raiffeisenbank Bibertal-Kötz
72069126	Raiffeisenbank (Gf P2)
72069126	Raiffeisenbank Bibertal-Kötz
72069132	Raiffeisenbank Krumbach/Schwaben
72069132	Raiffeisenbank Krumbach/Schwaben
72069132	Raiffeisenbank Krumbach/Schwaben
72069132	Raiffeisenbank Krumbach/Schwaben
72069132	Raiffeisenbank Krumbach/Schwaben
72069132	Raiffeisenbank Krumbach/Schwaben
72069132	Raiffeisenbank Krumbach/Schwaben
72069132	Raiffeisenbank Krumbach/Schwaben
72069132	Raiffeisenbank Krumbach/Schwaben
72069132	Raiffeisenbank Krumbach/Schwaben (Gf P2)
72069135	Raiffeisenbank Stauden
72069135	Raiffeisenbank Stauden
72069135	Raiffeisenbank Stauden
72069135	Raiffeisenbank Stauden
72069135	Raiffeisenbank Stauden
72069135	Raiffeisenbank Stauden
72069135	Raiffeisenbank Stauden
72069135	Raiffeisenbank Stauden (Gf P2)
72069139	Raiffeisenbank Langweid-Achsheim -alt-
72069141	Raiffeisenbank -alt-
72069155	Raiffeisenbank Kissing-Mering
72069155	Raiffeisenbank Kissing-Mering
72069155	Raiffeisenbank Kissing-Mering
72069155	Raiffeisenbank Kissing-Mering
72069155	Raiffeisenbank Kissing-Mering
72069155	Raiffeisenbank Kissing-Mering
72069155	Raiffeisenbank Kissing-Mering
72069155	Raiffeisenbank Kissing-Mering
72069155	Raiffeisenbank Kissing-Mering (Gf P2)
72069179	Raiffeisenbank Unteres Zusamtal
72069179	Raiffeisenbank Unteres Zusamtal (Gf P2)
72069181	Raiffeisenbank
72069181	Raiffeisenbank (Gf P2)
72069181	Raiffeisenbank Offingen
72069181	Raiffeisenbank Offingen Zw Mindelaltheim
72069193	Raiffeisenbank
72069193	Raiffeisenbank
